"site","sampling_event","ppcp","concentration","peri_sampling","month","time","stt","tourist_season"
"LK","september_1","warfarin",0.000100905353849714,"peri_4","september",16,"decentralized","Out of Season"
"LK","september_1","warfarin",0,"peri_4","september",16,"decentralized","Out of Season"
"SL","july_2","warfarin",0,"peri_2","july",26,"decentralized","In Season"
"SL","july_2","warfarin",0,"peri_2","july",26,"decentralized","In Season"
"SL","july_2","warfarin",2.90998948317865e-05,"peri_2","july",26,"decentralized","In Season"
"SL","july_2","warfarin",0,"peri_2","july",26,"decentralized","In Season"
"SL","september_2","warfarin",0,"peri_4","october",2,"decentralized","Out of Season"
"SL","september_2","warfarin",0,"peri_4","october",2,"decentralized","Out of Season"
"SL","september_2","warfarin",0,"peri_4","october",2,"decentralized","Out of Season"
"SL","september_2","warfarin",0,"peri_4","october",2,"decentralized","Out of Season"
"SJ","august_2","warfarin",0,"peri_3","august",24,"decentralized","In Season"
"SJ","august_2","warfarin",0,"peri_3","august",24,"decentralized","In Season"
"SJ","august_2","warfarin",0,"peri_3","august",24,"decentralized","In Season"
"SJ","august_2","warfarin",0,"peri_3","august",24,"decentralized","In Season"
"SJ","july_1","warfarin",0,"peri_2","july",20,"decentralized","In Season"
"SJ","july_1","warfarin",0,"peri_2","july",20,"decentralized","In Season"
"SJ","july_1","warfarin",0,"peri_2","july",20,"decentralized","In Season"
"SJ","july_1","warfarin",0,"peri_2","july",20,"decentralized","In Season"
"SJ","june_1","warfarin",0,"peri_1","june",11,"decentralized","In Season"
"SJ","june_1","warfarin",0,"peri_1","june",11,"decentralized","In Season"
"SJ","june_1","warfarin",3.4712489567946e-05,"peri_1","june",11,"decentralized","In Season"
"SJ","june_1","warfarin",0,"peri_1","june",11,"decentralized","In Season"
"WB","july_2","warfarin",0,"peri_2","july",25,"decentralized","In Season"
"WB","july_2","warfarin",0.000213962017743642,"peri_2","july",25,"decentralized","In Season"
"WB","july_2","warfarin",0,"peri_2","july",25,"decentralized","In Season"
"WB","august_2","warfarin",0,"peri_3","september",1,"decentralized","In Season"
"WB","august_2","warfarin",0.000443003240295853,"peri_3","september",1,"decentralized","In Season"
"WB","august_2","warfarin",0,"peri_3","september",1,"decentralized","In Season"
"WF","july_1","warfarin",0,"peri_2","july",18,"centralized","In Season"
"WF","july_1","warfarin",0,"peri_2","july",18,"centralized","In Season"
"WF","july_1","warfarin",0.000183867769751912,"peri_2","july",18,"centralized","In Season"
"WF","july_1","warfarin",0,"peri_2","july",18,"centralized","In Season"
"WF","june_1","warfarin",0,"peri_1","june",20,"centralized","In Season"
"WF","june_1","warfarin",6.55343743110191e-06,"peri_1","june",20,"centralized","In Season"
"WF","june_1","warfarin",0,"peri_1","june",20,"centralized","In Season"
"WF","september_1","warfarin",0,"peri_4","september",15,"centralized","Out of Season"
"WF","september_1","warfarin",0,"peri_4","september",15,"centralized","Out of Season"
"WF","september_1","warfarin",0,"peri_4","september",15,"centralized","Out of Season"
"WF","september_1","warfarin",0,"peri_4","september",15,"centralized","Out of Season"
"WS","june_1","warfarin",0,"peri_1","june",10,"decentralized","In Season"
"WS","june_1","warfarin",0,"peri_1","june",10,"decentralized","In Season"
"WS","june_1","warfarin",0,"peri_1","june",10,"decentralized","In Season"
"WS","june_1","warfarin",0,"peri_1","june",10,"decentralized","In Season"
"BB","may_1","warfarin",0,NA,"may",24,"decentralized","In Season"
"BB","may_1","warfarin",0,NA,"may",24,"decentralized","In Season"
"BB","may_1","warfarin",0,NA,"may",24,"decentralized","In Season"
"BB","may_1","warfarin",0,NA,"may",24,"decentralized","In Season"
"BO","may_1","warfarin",0.0638521531171501,NA,"may",24,"decentralized","In Season"
"BO","may_1","warfarin",0.0965916774479225,NA,"may",24,"decentralized","In Season"
"BO","may_1","warfarin",0,NA,"may",24,"decentralized","In Season"
"BO","september_2","warfarin",0,"peri_4","september",24,"decentralized","Out of Season"
"BO","september_2","warfarin",0,"peri_4","september",24,"decentralized","Out of Season"
"BO","september_2","warfarin",0,"peri_4","september",24,"decentralized","Out of Season"
"BO","september_2","warfarin",0,"peri_4","september",24,"decentralized","Out of Season"
"DA","june_2","warfarin",0,"peri_1","june",29,"decentralized","In Season"
"DA","june_2","warfarin",0,"peri_1","june",29,"decentralized","In Season"
"DA","june_2","warfarin",0,"peri_1","june",29,"decentralized","In Season"
"DA","june_2","warfarin",0,"peri_1","june",29,"decentralized","In Season"
"DA","september_2","warfarin",0,"peri_4","september",30,"decentralized","Out of Season"
"DA","september_2","warfarin",0,"peri_4","september",30,"decentralized","Out of Season"
"DA","september_2","warfarin",0,"peri_4","september",30,"decentralized","Out of Season"
"DA","september_2","warfarin",0,"peri_4","september",30,"decentralized","Out of Season"
"HO","september_2","warfarin",0,"peri_4","september",30,"centralized","Out of Season"
"HO","september_2","warfarin",0,"peri_4","september",30,"centralized","Out of Season"
"HO","september_2","warfarin",0,"peri_4","september",30,"centralized","Out of Season"
"HO","september_2","warfarin",0,"peri_4","september",30,"centralized","Out of Season"
"WB","july_2","warfarin",0,"peri_2","july",26,"decentralized","In Season"
"WB","july_2","warfarin",0,"peri_2","july",26,"decentralized","In Season"
"WB","july_2","warfarin",0,"peri_2","july",26,"decentralized","In Season"
"WB","july_2","warfarin",0,"peri_2","july",26,"decentralized","In Season"
"WS","september_2","warfarin",0,"peri_4","september",30,"decentralized","Out of Season"
"WS","september_2","warfarin",0,"peri_4","september",30,"decentralized","Out of Season"
"WS","september_2","warfarin",0,"peri_4","september",30,"decentralized","Out of Season"
"WS","september_2","warfarin",0,"peri_4","september",30,"decentralized","Out of Season"
"YB","september_1","warfarin",0.347963090667035,"peri_4","september",14,"centralized","Out of Season"
"YB","september_1","warfarin",0,"peri_4","september",14,"centralized","Out of Season"
